Cluster,Gender,Age,Annual Income (k$),Spending Score (1-100)
0,0.6056338028169014,52.16901408450704,46.67605633802817,39.29577464788732
1,0.37142857142857144,40.22857142857143,91.34285714285714,20.62857142857143
2,0.5957446808510638,28.27659574468085,59.58510638297872,69.44680851063829
